
 item_id | time                            | item_dsc                 | value
    8001 | 2020-03-19 22:43:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 22:38:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 22:33:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 22:28:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 22:23:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 22:18:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 22:13:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 22:08:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 22:03:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:58:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:53:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:48:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:43:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:38:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:33:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:28:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:23:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:18:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:13:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:08:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 21:03:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:58:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:53:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:48:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:43:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:38:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:33:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:28:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:23:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:18:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:13:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 20:08:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 20:03:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:58:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:53:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:48:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:43:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:38:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:33:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:28:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:23:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:18:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 19:13:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 19:08:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 19:03:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:58:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:53:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:48:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:43:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:38:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:33:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:28:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:23:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:18:20.000000+0000 | Barometric pressure (mb) | 1011.00

 item_id | time                            | item_dsc                 | value
---------+---------------------------------+--------------------------+---------
    8001 | 2020-03-19 18:13:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:08:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 18:03:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 17:58:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 17:53:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 17:48:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 17:43:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 17:38:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 17:33:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 17:28:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 17:23:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 17:18:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 17:13:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 17:08:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 17:03:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:58:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:53:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:48:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:43:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:38:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:33:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:28:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:23:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:18:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:13:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:08:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 16:03:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:58:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:53:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:48:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:43:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:38:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:33:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:28:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:23:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:18:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:13:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:08:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 15:03:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 14:58:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 14:53:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 14:48:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 14:43:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 14:38:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 14:33:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 14:28:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 14:23:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 14:18:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 14:13:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 14:08:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 14:03:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:58:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:53:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:48:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:43:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:38:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:33:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:28:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:23:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:18:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:13:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:08:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 13:03:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:58:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:53:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:48:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:43:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:38:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:33:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:28:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:23:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:18:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:13:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 12:08:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 12:03:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:58:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:53:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:48:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:43:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:38:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:33:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:28:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:23:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 11:18:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:13:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 11:08:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 11:03:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:58:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:53:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:48:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:43:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:38:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:33:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:28:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:23:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:18:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:13:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:08:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 10:03:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 09:58:20.000000+0000 | Barometric pressure (mb) | 1007.00

 item_id | time                            | item_dsc                 | value
---------+---------------------------------+--------------------------+---------
    8001 | 2020-03-19 09:53:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 09:48:20.000000+0000 | Barometric pressure (mb) | 1007.00
    8001 | 2020-03-19 09:43:20.000000+0000 | Barometric pressure (mb) | 1007.00
    8001 | 2020-03-19 09:38:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 09:33:20.000000+0000 | Barometric pressure (mb) | 1007.00
    8001 | 2020-03-19 09:28:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 09:23:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 09:18:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 09:13:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 09:08:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 09:03:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:58:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:53:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:48:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:43:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:38:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:33:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:28:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:23:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:18:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:13:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:08:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 08:03:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 07:58:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 07:53:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 07:48:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 07:43:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 07:38:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 07:33:20.000000+0000 | Barometric pressure (mb) | 1008.00
    8001 | 2020-03-19 07:28:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 07:23:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 07:18:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 07:13:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 07:08:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 07:03:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:58:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:53:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:48:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:43:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:38:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:33:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:28:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:23:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:18:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:13:20.000000+0000 | Barometric pressure (mb) | 1009.00
    8001 | 2020-03-19 06:08:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 06:03:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 05:58:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 05:53:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 05:48:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 05:43:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 05:38:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 05:33:20.000000+0000 | Barometric pressure (mb) | 1010.00
    8001 | 2020-03-19 05:28:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 05:23:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 05:18:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 05:13:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 05:08:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 05:03:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:58:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:53:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:48:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:43:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:38:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:33:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:28:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:23:20.000000+0000 | Barometric pressure (mb) | 1011.00
    8001 | 2020-03-19 04:18:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 04:13:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 04:08:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 04:03:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 03:58:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:53:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:48:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:43:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:38:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:33:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:28:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:23:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:18:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:13:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:08:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 03:03:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:58:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:53:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:48:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:43:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:38:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:33:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:28:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:23:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:18:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:13:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:08:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 02:03:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:58:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:53:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:48:20.000000+0000 | Barometric pressure (mb) | 1014.00
    8001 | 2020-03-19 01:43:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:38:20.000000+0000 | Barometric pressure (mb) | 1013.00

 item_id | time                            | item_dsc                 | value
---------+---------------------------------+--------------------------+---------
    8001 | 2020-03-19 01:33:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:28:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:23:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:18:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:13:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:08:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 01:03:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 00:58:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 00:53:20.000000+0000 | Barometric pressure (mb) | 1013.00
    8001 | 2020-03-19 00:48:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 00:43:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 00:38:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 00:33:20.000000+0000 | Barometric pressure (mb) | 1012.00
    8001 | 2020-03-19 00:28:20.000000+0000 | Barometric pressure (mb) | 1011.00
