27,2020-04-01,14:58:14.188704,3504.13499868667,0,28.654533958913,132.777777777778,,,3143.87653052958
27,2020-04-01,14:58:14.376207,3486.97171618472,73.1481481481482,27.9833972609021,131.407407407407,,,221.685275657513
27,2020-04-01,14:58:14.551308,3464.75271237053,74.537037037037,28.1609409429073,129.703703703704,,,
27,2020-04-01,14:58:14.719427,3447.52285578517,72.2222222222222,28.4902192711244,132.055555555556,,,
27,2020-04-01,14:58:14.883631,3422.53849732809,72.6851851851852,27.8318955187971,129.462962962963,,,
27,2020-04-01,14:58:15.049587,3390.64623490056,72.7777777777778,28.0578663075943,129.814814814815,,,
27,2020-04-01,14:58:15.215464,3367.62481928343,72.8086419753087,28.6513879865342,131.481481481481,,,
27,2020-04-01,14:58:15.379967,3342.57414495144,72.2354497354497,28.42342034393,132.314814814815,,,
27,2020-04-01,14:58:15.543891,3323.5531573644,71.2962962962963,28.4521174167227,133.037037037037,,,
27,2020-04-01,14:58:15.707769,3326.43465596373,72.852366255144,27.961254859844,130.092592592593,,,
27,2020-04-01,14:58:15.872308,3312.36208706868,74.3544238683128,29.5336486434033,134.907407407407,,,
27,2020-04-01,14:58:16.034857,3291.13571472407,73.4790029928919,29.0944829642539,134.444444444444,,,
27,2020-04-01,14:58:16.200508,3272.01962863608,72.826646090535,29.2406977348717,135.203703703704,,,
27,2020-04-01,14:58:16.363432,3256.40270690696,72.4378759100981,29.6303864891916,138.5,,,
27,2020-04-01,14:58:16.525230,3232.18062997449,79.9529688418577,28.9001560262421,136.87037037037,,,
27,2020-04-01,14:58:16.690823,3212.55944761292,79.4062316284539,28.3816475497017,136.018518518519,,,
27,2020-04-01,14:58:16.855349,3192.75274895053,78.6715534979424,27.9003086950046,135.592592592593,,,
27,2020-04-01,14:58:17.018702,3189.91838709285,78.7838900992496,28.6974578026606,136,,,
27,2020-04-01,14:58:17.183572,3193.19593433678,79.1923868312757,29.468096623888,137.851851851852,,,
27,2020-04-01,14:58:17.346617,3468.73817549138,123.416179337232,27.8551333405531,130.648148148148,,,
27,2020-04-01,14:58:17.510696,3460.46600374311,120.504385964912,28.732800310508,136.703703703704,,,
27,2020-04-01,14:58:17.676543,3232.35452137542,153.174603174603,29.0375114920967,136.722222222222,,,
27,2020-04-01,14:58:17.839357,3149.36123565539,156.355218855219,29.053712504701,136.87037037037,,,
27,2020-04-01,14:58:18.003683,3126.72127531544,152.576489533011,28.1449610640985,130.962962962963,,,
27,2020-04-01,14:58:18.168598,3208.92638671736,156.79012345679,30.3523957213332,140.203703703704,,,
27,2020-04-01,14:58:18.330641,3160.65261115881,158.074074074074,30.3595755115772,138.092592592593,,,
